rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
2713,järvakandi staadion,järvakandi kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,kehtna vallavalitsus,77000252,kohaliku omavalitsuse üksus,kehtna vallavalitsus,77000252,58.77663457,24.80621489,raplamaa,71,kehtna,järvakandi alev,2346,0,5458,staadion,rahuldav,"jalgpall, kergejõustik",1983.0,1972.0,20.0
1535,järvamaa kutsehariduskeskuse  paide õppekoha spordiväljak,järvamaa kutsehariduskeskus,välispalliväljak,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,järvamaa kutsehariduskeskus,70008546,58.890659,25.567353,järvamaa,52,paide,paide linn,5860,0,770,paide õppekoha spordiväljak,mitterahuldav,"ragbi, jalgpall",0.0,1965.0,0.0
1477,järvamaa kutsehariduskeskuse paide õppekoha võimla,järvamaa kutsehariduskeskus,"võimla, spordihall, spordisaal",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,järvamaa kutsehariduskeskus,70008546,58.891833,25.567621,järvamaa,52,paide,paide linn,5860,40,718,võimla,rahuldav,"aeroobika, korvpall, saalijalgpall",0.0,1966.0,10.0
1534,järvamaa kutsehariduskeskuse särevere õppekoha staadion,järvamaa kutsehariduskeskus,staadion,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,järvamaa kutsehariduskeskus,70008546,58.780253,25.428557,järvamaa,52,türi,särevere alevik,7931,0,606,staadion ,rahuldav,"jalgpall, kergejõustik",1985.0,1969.0,10.0
2923,järve küla jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,59.407329,27.302334,ida-virumaa,45,toila,järve küla,2350,10,6153,järve küla jalgpalliväljak,hea,jalgpall,0.0,2013.0,10.0
3809,järveküla spordihoone staadion ja palliväljakud,järveküla spordihoone,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rae vallavalitsus,75026106,kohaliku omavalitsuse üksus,rae valla spordikeskus,75034258,59.383672,24.820594,harjumaa,37,rae,peetri alevik,6086,272,8350,staadion,väga hea,"jalgpall, kergejõustik",0.0,2016.0,51.0
1434,kaagvere staadion,kaagvere staadion,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kastre vallavalitsus,77000370,kohaliku omavalitsuse üksus,kastre vallavalitsus,77000370,58.3468187,26.8924957,tartumaa,79,kastre,kaagvere küla,2393,0,3816,staadion,rahuldav,jalgpall,2004.0,1960.0,0.0
320,kaali kooli spordiväljakud,kaali kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,kaali kool,75022344,58.372988,22.672091,saaremaa,74,saaremaa,kaali küla,2398,0,1187,jalgpalliväljak,rahuldav,jalgpall,0.0,1936.0,0.0
2636,kaarepere spordiväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,58.66013486,26.51558269,jõgevamaa,50,jõgeva,kaarepere küla,2403,20,4932,jalgpalliväljak,rahuldav,jalgpall,2007.0,1996.0,0.0
3837,kabala jalgpalliväljak,kabala spordimaja,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,kabala lasteaed-põhikool,75023102,58.92163145,24.65164316,raplamaa,71,rapla,kabala küla,2444,0,8395,jalgpalliväljak,väga hea,jalgpall,2017.0,2006.0,0.0
794,kadrina keskkooli staadion ja jõulinnak,kadrina keskkool,"muu vabas õhus asuv spordiobjekt, staadion",kinnisasi,kohaliku omavalitsuse üksus,kadrina vallavalitsus,75007824,kohaliku omavalitsuse üksus,kadrina keskkool,75007830,59.341513,26.133052,lääne-virumaa,60,kadrina,kadrina alevik,2490,0,3951,staadion,väga hea,"jalgpall, kergejõustik, tervisejooks ja -kõnd",2021.0,1974.0,0.0
3792,kadrioru saksa gümnaasiumi gonsiori tn staadion,kadrioru saksa gümnaasium,staadion,kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,kadrioru saksa gümnaasium,75017610,59.431907,24.777448,harjumaa,37,tallinn,kesklinna linnaosa,298,25,8318,kadrioru saksa gümnaasiumi gonsiori tn staadion,väga hea,"jalgpall, kergejõustik",2013.0,1960.0,10.0
593,kadrioru staadion,kadrioru staadion,"sportliku liikumise püsirada, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,kohaliku omavalitsuse üksus,kadrioru staadion,75015976,59.434335,24.783622,harjumaa,37,tallinn,kesklinna linnaosa,298,211,195,kadrioru staadioni peaareen,väga hea,"kergejõustik, jalgpall",2021.0,1926.0,50.0
2819,kahtla lasteaed-põhikooli spordiväljakud,kahtla lasteaed-põhikool,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,58.403449,22.999535,saaremaa,74,saaremaa,kahtla küla,2517,0,8185,jalgpalliväljak,mitterahuldav,jalgpall,2003.0,1972.0,10.0
4946,kaiu miniarena,kaiu kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,59.01394152,25.04942652,raplamaa,71,rapla,kaiu alevik,2553,20,10402,mini-spordiväljak,hea,"korvpall, jalgpall",0.0,2007.0,10.0
1151,kaiu staadion ja palliväljakud,kaiu kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,59.0148105,25.04944798,raplamaa,71,rapla,kaiu alevik,2553,20,3735,staadion ,hea,"jalgpall, kergejõustik",0.0,1989.0,10.0
2877,kajamaa kooli palliväljak,kajamaa kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saku vallavalitsus,75019738,kohaliku omavalitsuse üksus,kajamaa kool,75035370,59.27457885,24.71851382,harjumaa,37,saku,kajamaa küla,2552,0,9567,multifunktsionaalne palliväljak,rahuldav,"korvpall, jalgpall",0.0,1990.0,10.0
1124,kalevi keskstaadion,0,"staadion, välispalliväljak",hoonestusõigus,mittetulundusühing,mittetulundusühing eesti spordiselts kalev,80028946,osaühing,kalevi staadion oü,14396645,59.42585,24.764611,harjumaa,37,tallinn,kesklinna linnaosa,298,264,5935,kalevi keskstaadioni kunstmuruväljak,rahuldav,jalgpall,2022.0,1955.0,15.0
3440,kallaste jalgpallistaadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,peipsiääre vallavalitsus,77000192,kohaliku omavalitsuse üksus,peipsiääre vallavalitsus,77000192,58.66409143,27.15817963,tartumaa,79,peipsiääre,kallaste linn,2596,0,7553,kallaste jalgpallistaadion,hea,jalgpall,0.0,1960.0,5.0
2813,kalmetu kooli staadion ja palliväljak,kalmetu kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,kohaliku omavalitsuse üksus,kalmetu kool,75025006,58.390997,25.840026,viljandimaa,84,viljandi vald,tänassilma küla,8569,20,5725,staadion,rahuldav,"jalgpall, kergejõustik",2007.0,1972.0,20.0
1883,kambja staadion,kambja staadion,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kambja vallavalitsus,77000275,kohaliku omavalitsuse üksus,kambja vallavalitsus,77000275,58.23715,26.702764,tartumaa,79,kambja,kambja alevik,2641,40,2398,kambja staadion,väga hea,"jalgpall, kergejõustik",2019.0,2005.0,50.0
1780,kammeri kooli staadion,kammeri kool,"staadion, välispalliväljak",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,kammeri kool,70006197,58.173862,26.635258,tartumaa,79,kambja,kammeri küla,2644,0,3161,staadion,väga hea,"kergejõustik, jalgpall",0.0,2010.0,14.0
1566,kanepi staadion ja palliplatsid,kanepi gümnaasium,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kanepi vallavalitsus,77000186,kohaliku omavalitsuse üksus,kanepi gümnaasium,75011777,57.98717614,26.76327553,põlvamaa,64,kanepi,kanepi alevik,2667,0,646,staadion,rahuldav,"jalgpall, kergejõustik",2019.0,1960.0,0.0
5514,kangru jalgpalliväljak,kangru spordirajatised,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,kiili vallavalitsus,75020983,sihtasutus,kiili varahalduse sihtasutus,90008614,59.35272054,24.78101189,harjumaa,37,kiili,kangru alevik,2673,0,11339,kangru jalgpalliväljak,väga hea,jalgpall,0.0,2021.0,0.0
118,karja palliväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,58.50871529,22.6988997,saaremaa,74,saaremaa,karja küla,2747,0,5149,karja jalgpalliväljak,mitterahuldav,jalgpall,2015.0,1998.0,0.0
453,karjamaa põhikooli staadion,karjamaa põhikool,staadion,hoonestusõigus,osaühing,osaühing bca center,11251298,kohaliku omavalitsuse üksus,karjamaa põhikool,75017314,59.45186,24.708198,harjumaa,37,tallinn,põhja-tallinna linnaosa,614,40,1327,staadion,väga hea,"jalgpall, kergejõustik",2008.0,1964.0,20.0
