rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
1818,paide e-piim spordihall,sa paide spordikeskus,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",hoonestusõigus,sihtasutus,sihtasutus paide spordikeskus,90005018,sihtasutus,sihtasutus paide spordikeskus,90005018,58.8863778,25.56487219,järvamaa,52,paide,paide linn,5860,192,1899,pallimängude saal,väga hea,"indiaca, ilu- ja rühmvõimlemine, võrkpall, saalijalgpall, korvpall, sulgpall, tennis, lauatennis",0.0,2009.0,4.0
1821,paide kesklinna staadion,sa paide spordikeskus,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,sihtasutus,sihtasutus paide spordikeskus,90005018,58.885508,25.566216,järvamaa,52,paide,paide linn,5860,0,2093,staadion,väga hea,"kergejõustik, jalgpall",2009.0,1970.0,0.0
1819,paide linna kunstmurustaadion,sa paide spordikeskus,välispalliväljak,hoonestusõigus,sihtasutus,sihtasutus paide spordikeskus,90005018,sihtasutus,sihtasutus paide spordikeskus,90005018,58.87650745,25.54099777,järvamaa,52,paide,paide linn,5860,40,1897,kunstmurustaadion,väga hea,jalgpall,0.0,2009.0,18.0
1860,paide linna staadion,paide hillar hanssoo põhikool,staadion,kinnisasi,sihtasutus,sihtasutus paide spordikeskus,90005018,sihtasutus,sihtasutus paide spordikeskus,90005018,58.8784058,25.54070045,järvamaa,52,paide,paide linn,5860,80,2122,staadion,hea,"kergejõustik, jalgpall",2002.0,1989.0,10.0
1864,paide ülejõe staadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,58.877763,25.576494,järvamaa,52,paide,paide linn,5860,0,2953,ülejõe staadion,rahuldav,jalgpall,2000.0,1930.0,0.0
5874,paikuse multifunktsionaalne palliväljak,paikuse spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.37137308,24.61365755,pärnumaa,68,pärnu,paikuse alev,5864,0,12008,paikuse multifunktsionaalne palliväljak,väga hea,"jalgpall, korvpall, käsipall, maahoki, võrkpall",0.0,2023.0,0.0
1610,paikuse palliväljakud,paikuse spordiväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.37648,24.608978,pärnumaa,68,pärnu,paikuse alev,5864,0,5017,palliväljak,rahuldav,jalgpall,0.0,1992.0,0.0
1607,paikuse spordikompleksi staadion,paikuse spordikeskus,staadion,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.370568,24.614654,pärnumaa,68,pärnu,paikuse alev,5864,60,1251,staadion,hea,"jalgpall, kergejõustik",0.0,2004.0,30.0
44,pala multifunktsionaalne mänguväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,peipsiääre vallavalitsus,77000192,kohaliku omavalitsuse üksus,peipsiääre vallavalitsus,77000192,58.6709,27.021689,tartumaa,79,peipsiääre,pala küla,5905,0,3742,pala multifunktsionaalne mänguväljak,väga hea,"jalgpall, korvpall",0.0,2010.0,10.0
1179,palade jalgpalliväljak,palade tervisespordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,hiiumaa vallavalitsus,77000424,kohaliku omavalitsuse üksus,palade põhikool,75020641,58.962569,22.847743,hiiumaa,39,hiiumaa,palade küla,5908,0,3621,jalgpalliväljak,rahuldav,jalgpall,2010.0,2001.0,0.0
2632,palamuse multifunktsionaalne mänguväljak,oskar  lutsu palamuse põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,kohaliku omavalitsuse üksus,oskar lutsu palamuse põhikool,75003186,58.682705,26.580048,jõgevamaa,50,jõgeva,palamuse alevik,5913,0,4930,multifunktsionaalne palliväljak ,hea,"korvpall, jalgpall",0.0,2010.0,10.0
3243,paldiski jalgpalliväljak,0,välispalliväljak,kinnisasi,aktsiaselts,nord terminals as,11279011,kohaliku omavalitsuse üksus,lääne-harju spordikeskus,75037765,59.352556,24.062601,harjumaa,37,lääne-harju,paldiski linn,5925,0,7072,jalgpalliväljak,väga hea,jalgpall,0.0,2014.0,0.0
3117,paldiski vene põhikooli staadion ja palliväljak,paldiski vene põhikool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,paldiski vene põhikool,75021149,59.350833,24.055429,harjumaa,37,lääne-harju,paldiski linn,5925,0,6687,staadion,mitterahuldav,"jalgpall, kergejõustik",2013.0,1966.0,0.0
3116,paldiski ühisgümnaasiumi spordiväljak,paldiski ühisgümnaasium,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,paldiski ühisgümnaasium,75038517,59.357043,24.053932,harjumaa,37,lääne-harju,paldiski linn,5925,0,6690,jalgpalliväljak,mitterahuldav,jalgpall,0.0,1970.0,0.0
5756,palivere põhikooli staadion ja spordiväljakud,palivere põhikool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lääne-nigula vallavalitsus,75038598,kohaliku omavalitsuse üksus,palivere põhikool,75011346,58.96161618,23.89498345,läänemaa,56,lääne-nigula,palivere alevik,5926,0,11759,staadion,väga hea,"jalgpall, kergejõustik",0.0,2022.0,0.0
2752,palupera põhikooli miniarena,palupera põhikool,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,palupera põhikool,75007592,58.116598,26.336074,tartumaa,79,elva,palupera küla,5952,0,5639,miniarena,väga hea,"võrkpall, tennis, korvpall, jalgpall",0.0,2013.0,0.0
18,palupera põhikooli staadion,palupera põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,palupera põhikool,75007592,58.11676589,26.33690609,tartumaa,79,elva,palupera küla,5952,20,4803,staadion,hea,"jalgpall, kergejõustik",2004.0,1998.0,30.0
406,parksepa keskkooli palliväljakud,parksepa keskkool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,parksepa keskkool,75021356,57.90415,26.985995,võrumaa,87,võru vald,parksepa alevik,6017,0,275,tehiskattega minijalgpalliväljak,hea,"jalgpall, korvpall, saalihoki",2019.0,2005.0,10.0
399,parksepa keskkooli staadion,parksepa keskkool,staadion,kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,parksepa keskkool,75021356,57.904043,26.984868,võrumaa,87,võru vald,parksepa alevik,6017,0,260,staadion,rahuldav,"kergejõustik, jalgpall",2005.0,1951.0,0.0
3191,parksepa palliväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,57.909338,26.984417,võrumaa,87,võru vald,parksepa alevik,6017,0,6906,parksepa jalgpalliväljak,väga hea,jalgpall,0.0,2013.0,0.0
1710,pedeli multifunktsionaalne palliväljak,pedeli virgestusala,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,valga sport,75039327,57.780345,26.03704,valgamaa,81,valga,valga linn,8918,0,2125,pedeli virgestusala universaalväljak,rahuldav,"jalgpall, korvpall, võrkpall, käsipall",0.0,2009.0,0.0
361,peetri spordihoone staadion ja korvpalliväljak,peetri spordihoone,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rae vallavalitsus,75026106,kohaliku omavalitsuse üksus,rae valla spordikeskus,75034258,59.397175,24.80933,harjumaa,37,rae,peetri alevik,6086,0,1283,staadion,väga hea,"kergejõustik, jalgpall",0.0,2009.0,60.0
429,pelgulinna gümnaasiumi staadion ja spordiväljakud,pelgulinna gümnaasium,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",hoonestusõigus,osaühing,vivatex holding oü,11271707,kohaliku omavalitsuse üksus,pelgulinna gümnaasium,75017337,59.43403,24.716631,harjumaa,37,tallinn,põhja-tallinna linnaosa,614,0,4563,staadion,hea,"jalgpall, kergejõustik",2007.0,1961.0,20.0
2605,penuja küla jalgpalliplats,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,mittetulundusühing,penuja külaarendamise selts,80193295,58.058766,25.366745,viljandimaa,84,mulgi,penuja küla,6106,15,5048,penuja küla jalgpalliplats,mitterahuldav,jalgpall,0.0,2003.0,15.0
3379,peraaru spordi-turismitalu,0,"muu spordiplats, sportliku liikumise püsirada, välispalliväljak",kinnisasi,füüsiline isik,holger peel,35905200218,füüsiline isik,holger peel,35905200218,58.130286,25.912285,viljandimaa,84,viljandi vald,roosilla küla,7076,50,7488,jalgpalliväljak,hea,jalgpall,2022.0,1996.0,50.0
3791,pidula forelli puhkeküla spordiväljak,0,välispalliväljak,kinnisasi,osaühing,pidula forell oü,14398070,osaühing,pidula forell oü,14398070,58.413717,22.124354,saaremaa,74,saaremaa,kallaste küla,2599,20,8317,multifunktsionaalne palliväljak,väga hea,"tennis, sulgpall, korvpall, võrkpall, jalgpall",0.0,2014.0,50.0
1808,pikasilla staadion,pikasilla puhkeala,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,58.09335833,26.05231944,valgamaa,81,tõrva,pikasilla küla,6222,5,2456,staadion,mitterahuldav,"jalgpall, kergejõustik",2006.0,1974.0,35.0
425,pirita majandusgümnaasiumi staadion ja palliväljakud,pirita majandusgümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,pirita majandusgümnaasium,75017544,59.470881,24.842995,harjumaa,37,tallinn,pirita linnaosa,596,40,584,staadion,hea,"jalgpall, kergejõustik",2020.0,2005.0,50.0
4203,pirita tamme tn 31 palliväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pirita linnaosa valitsus,75014250,kohaliku omavalitsuse üksus,pirita linnaosa valitsus,75014250,59.453726,24.822951,harjumaa,37,tallinn,pirita linnaosa,596,0,8964,jalgpalliväljak,hea,jalgpall,2016.0,2001.0,3.0
599,pirita velodroom,pirita spordikeskus,"spordi abihoone, velodroom, võimla, spordihall, spordisaal, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,kohaliku omavalitsuse üksus,pirita spordikeskus,75017277,59.462928,24.83202,harjumaa,37,tallinn,pirita linnaosa,596,196,583,pirita velodroom,rahuldav,"trekisõit, jalgpall",2015.0,1969.0,36.0
1843,pisisaare spordiväljak,pisisaare,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa valla lasteaed,77001567,58.722321,25.96123,jõgevamaa,50,põltsamaa,pisisaare küla,6280,0,4260,jalgpalliväljak,rahuldav,jalgpall,0.0,1998.0,1.0
4636,play arena,0,"võimla, spordihall, spordisaal",kinnisasi,aktsiaselts,aktsiaselts esmeta,10049220,osaühing,sporditehas oü,14648006,59.43178625,24.81272142,harjumaa,37,tallinn,lasnamäe linnaosa,387,150,9846,play arena,hea,"saalijalgpall, ilu- ja rühmvõimlemine, korvpall, võrkpall",0.0,2019.0,50.0
2899,põhja-tallinna linnaosa sõle tn 40 spordisaalid,tallinna sõle tn 40 spordisaalid,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põhja-tallinna valitsus,75017745,kohaliku omavalitsuse üksus,põhja-tallinna valitsus,75017745,59.442708,24.705972,harjumaa,37,tallinn,põhja-tallinna linnaosa,614,40,6846,spordisaal,hea,"korvpall, saalijalgpall",2001.0,1962.0,10.0
1567,põlgaste palliväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,kanepi vallavalitsus,77000186,kohaliku omavalitsuse üksus,kanepi vallavalitsus,77000186,57.97936,26.873331,põlvamaa,64,kanepi,põlgaste küla,6520,0,7469,jalgpalliväljak,mitterahuldav,jalgpall,2002.0,1937.0,0.0
1880,polli jalgpalliväljak,0,välispalliväljak,kinnisasi,riiklik üksus,eesti maaülikool,74001086,riiklik üksus,eesti maaülikool,74001086,58.12385,25.53537,viljandimaa,84,mulgi,polli küla,6317,0,3557,polli jalgpalliväljak,rahuldav,jalgpall,0.0,2003.0,0.0
680,põltsamaa jalgpallistaadion,0,välispalliväljak,kinnisasi,mittetulundusühing,põltsamaa jalgpalliklubi sport,80030073,mittetulundusühing,põltsamaa jalgpalliklubi sport,80030073,58.659616,25.978546,jõgevamaa,50,põltsamaa,põltsamaa linn,6537,0,3952,põltsamaa jalgpallistaadion,rahuldav,jalgpall,1995.0,1937.0,0.0
2916,põltsamaa ühisgümnaasiumi adavere õppekoha miniarena,põltsamaa ühisgümnaasiumi adavere õppekoht,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.707905,25.900161,jõgevamaa,50,põltsamaa,adavere alevik,1076,0,6111,adavere miniareena,väga hea,"jalgpall, korvpall",2017.0,2005.0,0.0
2915,põltsamaa ühisgümnaasiumi adavere õppekoha staadion ja uisuringrada,põltsamaa ühisgümnaasiumi adavere õppekoht,"muu spordiplats, sportliku liikumise püsirada, staadion",kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.707618,25.899367,jõgevamaa,50,põltsamaa,adavere alevik,1076,0,6129,adavere staadion,hea,"jalgpall, kergejõustik",2011.0,1976.0,0.0
2914,põltsamaa ühisgümnaasiumi adavere õppekoha võimla,põltsamaa ühisgümnaasiumi adavere õppekoht,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.70817,25.900172,jõgevamaa,50,põltsamaa,adavere alevik,1076,80,6113,adavere võimla,hea,"saalijalgpall, korvpall, võrkpall, käsipall, tennis",2006.0,1976.0,10.0
1321,põltsamaa ühisgümnaasiumi kunstmurukattega jalgpalliväljak,põltsamaa ühisgümnaasium,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,sihtasutus,sihtasutus põltsamaa sport,90007786,58.656218,25.972152,jõgevamaa,50,põltsamaa,põltsamaa linn,6537,0,3808,kunstmurukattega jalgpalliväljak,hea,jalgpall,2018.0,2007.0,20.0
2910,põltsamaa ühisgümnaasiumi lustivere õppekoha miniarena,põltsamaa ühisgümnaasiumi lustivere õppekoht,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.661312,26.091907,jõgevamaa,50,põltsamaa,lustivere küla,4567,40,6123,lustivere miniarena,väga hea,"jalgpall, korvpall",2018.0,2010.0,10.0
2909,põltsamaa ühisgümnaasiumi lustivere õppekoha staadion,põltsamaa ühisgümnaasiumi lustivere õppekoht,staadion,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.66233063,26.08574961,jõgevamaa,50,põltsamaa,lustivere küla,4567,0,6146,lustivere staadion,rahuldav,"jalgpall, kergejõustik",2013.0,1967.0,0.0
3057,põlva kooli koolimaja tee 1 staadion,0,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,58.055479,27.042739,põlvamaa,64,põlva,mammaste küla,4769,52,6401,staadion,väga hea,"jalgpall, kergejõustik",0.0,2013.0,50.0
989,põlva linnastaadion,põlva spordihoone,staadion,kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,sihtasutus,sihtasutus põlva sport,90008073,58.04987968,27.05361818,põlvamaa,64,põlva,põlva linn,6536,0,1457,staadion,väga hea,"kergejõustik, jalgpall",2018.0,1973.0,0.0
986,põlva mesikäpa hall,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,põlva spordikool,75009196,58.0518,27.051097,põlvamaa,64,põlva,põlva linn,6536,192,1427,pallisaal,väga hea,"võrkpall, käsipall, korvpall, saalijalgpall, indiaca",0.0,2003.0,30.0
995,põlva pihlaka tn 13 spordi- ja mänguväljakud,põlva pihlaka tn 13 palliväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,58.06242767,27.0743516,põlvamaa,64,põlva,põlva linn,6536,0,1408,spordi- ja mänguväljak,hea,"jalgpall, korvpall, käsipall",0.0,2007.0,4.0
2709,porkuni kooli harjutusväljak ja palliplatsid,porkuni  kool,"staadion, tenniseplats, välispalliväljak",kinnisasi,aktsiaselts,riigi kinnisvara aktsiaselts,10788733,-,porkuni kool,70005677,59.182241,26.195526,lääne-virumaa,60,tapa,porkuni küla,6333,0,5512,intellekti- ja liikumispuuetega laste harjutus-treeningväljak,hea,"jalgpall, kergejõustik",2012.0,1975.0,0.0
6021,prangli multifunktsionaalne palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,kohaliku omavalitsuse üksus,prangli rahvamaja,77001139,59.62960752,25.01133807,harjumaa,37,viimsi,idaotsa küla,1984,0,12196,prangli multifunktsionaalne palliväljak,rahuldav,"korvpall, tennis, jalgpall",0.0,2019.0,7.0
2853,prillimäe staadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,kohila vallavalitsus,75018851,kohaliku omavalitsuse üksus,kohila vallavalitsus,75018851,59.17755907,24.8012956,raplamaa,71,kohila,prillimäe alevik,6368,0,5882,prillimäe jalgpalliväljak,mitterahuldav,jalgpall,1990.0,1970.0,0.0
1080,puhja kooli staadion ja rannavolleväljak,puhja kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,puhja kool,75021617,58.33606,26.312985,tartumaa,79,elva,puhja alevik,6393,0,3722,staadion,rahuldav,"jalgpall, kergejõustik",2020.0,1976.0,10.0
5850,puhja palliväljakud,puhja kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,sihtasutus,sihtasutus elva kultuur ja sport,90013420,58.3368332,26.31264144,tartumaa,79,elva,puhja alevik,6393,0,11956,puhja jalgpalliväljak,väga hea,jalgpall,0.0,2023.0,0.0
2747,puiatu spordiväljakud,puiatu spordiväljakud,"staadion, välispalliväljak, välitiir",kinnisasi,mittetulundusühing,vana-võidu vibuklubi/viljandi sk,80047843,mittetulundusühing,vana-võidu vibuklubi/viljandi sk,80047843,58.358896,25.42997,viljandimaa,84,viljandi vald,puiatu küla,6406,20,5634,staadion,hea,"jalgpall, kergejõustik, käsipall, vibusport",1985.0,1965.0,30.0
401,puiga põhikooli staadion,puiga spordihoone,staadion,kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,puiga põhikool,75021362,57.79346341,27.03531161,võrumaa,87,võru vald,verijärve küla,9218,0,3243,staadion,hea,"jalgpall, kergejõustik",0.0,2004.0,50.0
3404,puka kooli spordisaalid,puka kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,58.05356483,26.22629409,valgamaa,81,otepää,puka alevik,6417,15,7450,võimla,rahuldav,"korvpall, võrkpall, harrastusvõimlemine, kergejõustik, saalijalgpall",0.0,1980.0,20.0
3405,puka staadion,puka staadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,58.056984,26.231489,valgamaa,81,otepää,puka alevik,6417,0,7452,puka staadion,hea,"jalgpall, kergejõustik",2008.0,1980.0,0.0
3247,puurmani multifunktsionaalne spordiväljak,puurmani staadion,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,sihtasutus,sihtasutus põltsamaa sport,90007786,58.57474,26.285595,jõgevamaa,50,põltsamaa,puurmani alevik,6479,0,7074,multifunktsionaalne palliväljak,hea,"korvpall, jalgpall",0.0,2010.0,3.0
3249,puurmani staadion,puurmani staadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,sihtasutus,sihtasutus põltsamaa sport,90007786,58.575102,26.2867,jõgevamaa,50,põltsamaa,puurmani alevik,6479,52,7076,staadion,rahuldav,"jalgpall, kergejõustik",0.0,2000.0,3.0
730,pühajärve põhikooli saal,pühajärve põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,kohaliku omavalitsuse üksus,pühajärve põhikool,75027494,58.01301655,26.43738217,valgamaa,81,otepää,sihva küla,7565,30,276,saal,rahuldav,"saalijalgpall, korvpall, võrkpall, tennis",0.0,1988.0,5.0
2804,pühajärve põhikooli spordiväljak,pühajärve põhikool,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,otepää vallavalitsus,75001566,kohaliku omavalitsuse üksus,pühajärve põhikool,75027494,58.01334722,26.43741944,valgamaa,81,otepää,sihva küla,7565,0,5710,jalgpalliplats,mitterahuldav,jalgpall,2022.0,1993.0,0.0
5500,püünsi kooli spordiväljak,püünsi kool,"muu spordiplats, muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,59.54745891,24.80859626,harjumaa,37,viimsi,püünsi küla,6672,0,11303,püünsi kooli jalgpalliväljak,hea,jalgpall,0.0,2021.0,3.0
110,püünsi palliväljakud ja jõulinnak,0,"muu vabas õhus asuv spordiobjekt, tenniseplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,59.55406389,24.80461389,harjumaa,37,viimsi,püünsi küla,6672,0,1238,püünsi jalgpalliväljak,hea,jalgpall,2017.0,2000.0,10.0
381,päinurme küla jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,järva vallavalitsus,77000335,mittetulundusühing,päinurme külaselts,80140175,58.808999,25.94106,järvamaa,52,järva,päinurme küla,6580,3,485,jalgpalliväljak,rahuldav,jalgpall,0.0,1970.0,10.0
2745,päri spordihoone,päri spordihoone,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,58.339293,25.499911,viljandimaa,84,viljandi vald,päri küla,6601,80,5632,pallimängude saal,hea,"aeroobika ja rühmatreeningud, kergejõustik, korvpall, käsipall, lauatennis, saalihoki, saalijalgpall, sulgpall, tennis, võrkpall",2010.0,1991.0,18.0
1732,pärnjõe kooli spordiväljak,pärnjõe kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,kohaliku omavalitsuse üksus,pärnjõe kool,75010984,58.628649,24.924803,pärnumaa,68,põhja-pärnumaa,pärnjõe küla,6616,0,4106,staadion,rahuldav,"jalgpall, kergejõustik",2019.0,1985.0,12.0
5865,pärnu jalgpallihall,0,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.40378051,24.48843167,pärnumaa,68,pärnu,pärnu linn,6619,240,12000,jalgpallihall,hea,"jalgpall, discgolf",0.0,2023.0,50.0
2437,pärnu koidula gümnaasiumi staadion ja välikorvpalliväljak,pärnu koidula gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,aktsiaselts,riigi kinnisvara aktsiaselts,10788733,58.366382,24.550066,pärnumaa,68,pärnu,pärnu linn,6619,15,4648,staadion,rahuldav,"jalgpall, kergejõustik",2006.0,1976.0,34.0
2436,pärnu koidula gümnaasiumi võimla,pärnu koidula gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,aktsiaselts,riigi kinnisvara aktsiaselts,10788733,58.36745258,24.54834006,pärnumaa,68,pärnu,pärnu linn,6619,140,4650,võimla,rahuldav,"korvpall, võrkpall, saalijalgpall",2015.0,1979.0,34.0
2569,pärnu kuninga tänava põhikooli spordiväljakud,pärnu kesklinna koolide võimla,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu kuninga tänava põhikool,75000259,58.382825,24.505681,pärnumaa,68,pärnu,pärnu linn,6619,0,4845,jalgpalliväljak,rahuldav,jalgpall,0.0,2005.0,0.0
2440,pärnu mai spordiväljak,pärnu mai kool,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.372964,24.528362,pärnumaa,68,pärnu,pärnu linn,6619,40,4642,jalgpalliväljak,rahuldav,jalgpall,2012.0,1971.0,10.0
2574,pärnu rannastaadion,pärnu rannastaadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.374888,24.503224,pärnumaa,68,pärnu,pärnu linn,6619,200,5903,rannastaadion,väga hea,"jalgpall, kergejõustik",2016.0,1923.0,30.0
4280,pärnu rannastaadioni harjutusväljak,pärnu rannastaadion,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.37388473,24.50675411,pärnumaa,68,pärnu,pärnu linn,6619,0,9181,jalgpalliväljak,väga hea,jalgpall,2003.0,1997.0,0.0
5336,pärnu rehepapi kunstmurukattega jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.40419114,24.48641995,pärnumaa,68,pärnu,pärnu linn,6619,30,11097,jalgpalliväljak,väga hea,jalgpall,0.0,2021.0,80.0
