rajatisid,rajatisnimi,kompleks,liik,omandiliik,ehstaatus,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad
3382,Teesoo Lasketiir,,Välitiir,Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Teesoo Laskurklubi,80159855,Mittetulundusühing,Teesoo Laskurklubi,80159855,58.337507,25.108974,Viljandimaa,84,Põhja-Sakala,Tipu küla,8251,0,7408,Jahilasketiir jooksev põder,Hea,jahilaskmine
690,Tehnikaspordirada Lauril,,"Tehnikaspordi püsirada, v.a veemotorada",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,Mittetulundusühing,mittetulundusühing Tihemetsa Motoklubi,80083230,58.16822221,25.01965961,Pärnumaa,68,Saarde,Väljaküla,9652,4,7244,Lauri krossirada,Hea,motokross
734,Tehvandi Spordikeskuse Ansomäe Laskesuusatamise lasketiir,SA Tehvandi Spordikeskus,Välitiir,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.046037,26.513915,Valgamaa,81,Otepää,Otepää linn,5755,0,313,Laskesuusatamise lasketiir ,Rahuldav,Laskesuusatamine
739,Tehvandi Spordikeskuse discgolfi park (18 rada),SA Tehvandi Spordikeskus,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.05080044,26.50305575,Valgamaa,81,Otepää,Otepää linn,5755,0,315,Discgolfi park,Hea,discgolf
736,"Tehvandi Spordikeskuse jooksu-, imitatsiooni- ja kepikõnni rada",SA Tehvandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.052761,26.505139,Valgamaa,81,Otepää,Otepää linn,5755,0,324,"Jooksu-, imitatsiooni- ja kepikõnni rada",Hea,"Kepikõnd, Tervisejooks ja -kõnd"
740,Tehvandi Spordikeskuse jõusaal,SA Tehvandi Spordikeskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.053884,26.504774,Valgamaa,81,Otepää,Otepää linn,5755,12,2352,Jõusaal,Väga hea,"Kulturism ja fitness, jõutõstmine, Tõstesport"
741,Tehvandi Spordikeskuse K90 suusahüppemäe kohtunike torn,SA Tehvandi Spordikeskus,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.049262,26.517552,Valgamaa,81,Otepää,Otepää linn,5755,0,2056,K90 suusahüppemäe kohtunike torn,Väga hea,
731,Tehvandi Spordikeskuse K90 suusahüppemägi,SA Tehvandi Spordikeskus,Suusahüppemägi,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.048683,26.515696,Valgamaa,81,Otepää,Otepää linn,5755,0,355,K90 suusahüppemägi,Väga hea,"Kahevõistlus, Suusahüpped"
745,Tehvandi Spordikeskuse multifunktsionaalne palliväljak,SA Tehvandi Spordikeskus,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.053724,26.50523,Valgamaa,81,Otepää,Otepää linn,5755,0,358,Multifunktsionaalne palliväljak,Väga hea,"Korvpall, Võrkpall, Tennis"
737,Tehvandi Spordikeskuse rollerirada,SA Tehvandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.053498,26.50369,Valgamaa,81,Otepää,Otepää linn,5755,0,360,Rollerirada,Väga hea,murdmaasuusatamine
738,Tehvandi Spordikeskuse sportliku liikumise rada,SA Tehvandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.052,26.503937,Valgamaa,81,Otepää,Otepää linn,5755,0,361,Sportliku liikumise rada,Hea,"Kepikõnd, Tervisejooks ja -kõnd"
743,Tehvandi Spordikeskuse staadion,SA Tehvandi Spordikeskus,Staadion,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.052715,26.503165,Valgamaa,81,Otepää,Otepää linn,5755,0,356,Kergejõustiku- ja jalgpallistaadion,Väga hea,"Kergejõustik, murdmaasuusatamine, jalgpall, kahevõistlus"
732,Tehvandi Spordikeskuse staadioni hooldemajade kompleks,SA Tehvandi Spordikeskus,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.052955,26.503744,Valgamaa,81,Otepää,Otepää linn,5755,0,362,Staadioni hooldemajade kompleks,Väga hea,
735,Tehvandi Spordikeskuse staadioni Laskesuusatamise lasketiir,SA Tehvandi Spordikeskus,Välitiir,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.051591,26.5028,Valgamaa,81,Otepää,Otepää linn,5755,0,364,Laskesuusatamise lasketiir,Väga hea,Laskesuusatamine
744,Tehvandi Spordikeskuse staadionihoone tribüüniga,SA Tehvandi Spordikeskus,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.052777,26.501931,Valgamaa,81,Otepää,Otepää linn,5755,45,321,Staadionihoone tribüüniga,Väga hea,
733,Tehvandi Spordikeskuse suusarajad,SA Tehvandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.053486,26.503701,Valgamaa,81,Otepää,Otepää linn,5755,0,375,Suusarajad,Väga hea,"Kahevõistlus, Murdmaasuusatamine, Laskesuusatamine"
747,Tehvandi Spordikeskuse suvine jalgratta- ja jalgsimatkarada,SA Tehvandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.051989,26.503873,Valgamaa,81,Otepää,Otepää linn,5755,0,2063,Jalgrattamatkarada,Hea,"maastikusõit, Matkasport"
746,Tehvandi Spordikeskuse välironimissein,SA Tehvandi Spordikeskus,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,Sihtasutus,Sihtasutus Tehvandi Spordikeskus,90007715,58.049143,26.515331,Valgamaa,81,Otepää,Otepää linn,5755,0,382,Välisronimissein,Väga hea,"Alpinism, Ronimissport"
6067,Tennise väliväljak Peetris,,Tenniseplats,Kinnisasi,Spordialases kasutuses,Füüsiline isik,Elve Nõmper,44703070358,Osaühing,Audiitor.ee OÜ,10671505,59.39856853,24.80936774,Harjumaa,37,Rae,Peetri alevik,6086,0,12316,Tennise väliväljak Peetris,Väga hea,Tennis
4562,Teras Beach Rannahall,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ Valser Vara,10261003,Osaühing,Nordic Beach OÜ,12649579,59.42732495,24.63530827,Harjumaa,37,Tallinn,Haabersti linnaosa,176,50,9688,Teras Beach Rannahall,Väga hea,rannavõrkpall
3393,Tervise Paradiisi spordisaalid,Tervise Paradiis,"Muu hoones asuv spordiobjekt, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Osaühing Tervise Paradiis,10559955,Osaühing,Osaühing Tervise Paradiis,10559955,58.3732738,24.51081394,Pärnumaa,68,Pärnu,Pärnu linn,6619,120,7436,Jõusaal - 1,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
3394,Tervise Paradiisi ujula,Tervise Paradiis,Siseujula,Kinnisasi,Spordialases kasutuses,Osaühing,Osaühing Tervise Paradiis,10559955,Osaühing,Osaühing Tervise Paradiis,10559955,58.3732738,24.51081394,Pärnumaa,68,Pärnu,Pärnu linn,6619,60,7438,Tervise Paradiisi ujula,Väga hea,Ujumine
2421,Tervise- ja suusarada ümber Viljandi järve,Viljandi Spordikeskus,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viljandi Linnavalitsus,75005222,Kohaliku omavalitsuse üksus,Viljandi Spordikeskus,75005280,58.359269,25.599174,Viljandimaa,84,Viljandi linn,,,0,4211,Terviserada ümber Viljandi järve,Hea,"Tervisejooks ja -kõnd, Kepikõnd, maastikusõit"
3082,Tiheda multifunktsionaalne miniarena,Tiheda spordiväljakud,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,58.79536306,26.95788145,Jõgevamaa,50,Mustvee,Tiheda küla,8210,0,6503,Tiheda multifunktsionaalne miniarena,Hea,"jalgpall, Korvpall"
3083,Tiheda palliväljakud,Tiheda spordiväljakud,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,58.79600528,26.95789801,Jõgevamaa,50,Mustvee,Tiheda küla,8210,0,6505,Jalgpalliväljak,Hea,jalgpall
3813,Tiheda rularamp,Tiheda spordiväljakud,Muu spordiplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,Kohaliku omavalitsuse üksus,Mustvee Vallavalitsus,77000364,58.79544644,26.9584893,Jõgevamaa,50,Mustvee,Tiheda küla,8210,0,8354,Tiheda rularamp,Väga hea,"BMX-vabastiil, Rulasport, muud rulluisutamise alad"
693,Tihemetsa Huvi- ja Spordikeskus,Tihemetsa Huvi- ja Spordikeskus,"Sisetiir, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,58.14939443,25.05004216,Pärnumaa,68,Saarde,Tihemetsa alevik,8213,100,2274,Võimla,Hea,"Korvpall, võrkpall, Lauatennis, Koroona ja novus, saalijalgpall, vibusport, Saalihoki"
3618,Tihemetsa jalgpalliväljak,Tihemetsa Huvi- ja Spordikeskus,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,58.14811,25.04945,Pärnumaa,68,Saarde,Tihemetsa alevik,8213,0,7970,Jalgpalliväljak,Mitterahuldav,jalgpall
5461,Tihemetsa jõulinnak,Tihemetsa mänguväljak,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,58.1463886,25.04775864,Pärnumaa,68,Saarde,Tihemetsa alevik,8213,0,11257,Tihemetsa jõulinnak,Hea,"harrastusvõimlemine, Kulturism ja fitness"
5460,Tihemetsa rannavõrkpalliplats,Tihemetsa mänguväljak,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,Kohaliku omavalitsuse üksus,Saarde Vallavalitsus,75033454,58.14607119,25.04810776,Pärnumaa,68,Saarde,Tihemetsa alevik,8213,0,11256,Tihemetsa rannavõrkpalliplats,Hea,rannavõrkpall
4762,Tilgu sadam,,Muu sportimiseks kasutatav objekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Harku Vallavalitsus,75014132,Mittetulundusühing,Tilgu Sadama Jahtklubi,80283006,59.455626,24.487458,Harjumaa,37,Harku,Meriküla,4880,0,10006,Tilgu sadam,Hea,Purjetamine
4667,Tilsi orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,57.969625,27.001764,Põlvamaa,64,,,,,9890,Tilsi orienteerumiskaart,,Orienteerumine
5037,Tilsi orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,57.969112,26.999091,Põlvamaa,64,,,,,10527,Tilsi orienteerumiskaart,,Orienteerumine
96,Tilsi Põhikooli võimla,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Kohaliku omavalitsuse üksus,Tilsi Põhikool,75009480,57.96739078,27.00001973,Põlvamaa,64,Põlva,Tilsi küla,8243,30,3163,Võimla,Rahuldav,"Korvpall, Muud sportlikud tantsud, Aeroobika, saalijalgpall, Võistlustants, Võrkpall"
94,Tilsi Staadion,SA Tilsi Staadion,"Staadion, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Sihtasutus,Sihtasutus Põlva Sport,90008073,57.968949,26.998129,Põlvamaa,64,Põlva,Tilsi küla,8243,0,1801,Staadion,Väga hea,"Petanque, Kergejõustik, jalgpall"
95,Tilsi Staadioni majandushoone,SA Tilsi Staadion,"Spordi abihoone, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Sihtasutus,Sihtasutus Põlva Sport,90008073,57.96963722,26.99701227,Põlvamaa,64,Põlva,Tilsi küla,8243,44,3200,Muu spordi abihoone,Hea,Noolemäng
5203,Tiskre ragbi- ja kriketiväljakud,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Osaühing,Piangil OÜ,11533886,Mittetulundusühing,Mittetulundusühing Eesti Kriketi Liit,80187225,59.4305703,24.5768254,Harjumaa,37,Harku,Tiskre küla,8257,10,10833,Ragbiväljak,Väga hea,Ragbi
1832,Tõhela rannavolleväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Tõstamaa Spordiklubi,80104088,58.431911,23.998625,Pärnumaa,68,Pärnu,Männikuste küla,5264,0,3872,Rannavõrkpalliplats,Hea,rannavõrkpall
1834,Tõhela spordiväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,MTÜ Tõhela Külaselts,80159507,58.438565,24.004354,Pärnumaa,68,Pärnu,Männikuste küla,5264,15,5020,Tõhela jalgpalliväljak,Rahuldav,jalgpall
5361,Tohisoo orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.15971,24.7648,Raplamaa,71,,,,,11122,Tohisoo orienteerumiskaart,,Orienteerumine
647,Toila Gümnaasiumi spordisaal,Toila Gümnaasium,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila Gümnaasium,75001514,59.422417,27.535365,Ida-Virumaa,45,Toila,Pühajõe küla,6656,4,1233,Võimla,Väga hea,"Korvpall, Võrkpall"
648,Toila Gümnaasiumi staadion,Toila Gümnaasium,"Staadion, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila Gümnaasium,75001514,59.422914,27.536008,Ida-Virumaa,45,Toila,Pühajõe küla,6656,0,1242,Staadion ,Väga hea,"Jalgpall, Kergejõustik"
5136,Toila jõulinnak,Toila spordiväljakud,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila valla Spordi- ja Kultuurikeskus,75023776,59.42297513,27.51965389,Ida-Virumaa,45,Toila,Toila alevik,8275,0,10676,Toila jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
5384,Toila Oru pargi orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.4285,27.5171,Ida-Virumaa,45,,,,,11145,Toila Oru pargi orienteerumiskaart,,Orienteerumine
655,Toila palliväljakud,Toila spordiväljakud,"Tenniseplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila valla Spordi- ja Kultuurikeskus,75023776,59.4224815,27.51764417,Ida-Virumaa,45,Toila,Toila alevik,8275,0,1078,Korvpalliväljak,Rahuldav,Korvpall
5135,Toila pumptrack rada,Toila spordiväljakud,Muu spordiplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila valla Spordi- ja Kultuurikeskus,75023776,59.42257025,27.51855254,Ida-Virumaa,45,Toila,Toila alevik,8275,0,10674,Toila pumptrack rada,Väga hea,"BMX-kross, Rulasport, BMX-vabastiil"
4452,Toila ranna jõulinnak,Toila sadam,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila valla Spordi- ja Kultuurikeskus,75023776,59.42702976,27.53345426,Ida-Virumaa,45,Toila,Toila alevik,8275,0,9404,Toila ranna jõulinnak,Väga hea,harrastusvõimlemine
4808,Toila rannavõrkpalliplats,Toila sadam,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila valla Spordi- ja Kultuurikeskus,75023776,59.42662,27.531085,Ida-Virumaa,45,Toila,Toila alevik,8275,0,10132,Toila rannavõrkpalliplats,Väga hea,rannavõrkpall
4809,Toila sadam,Toila sadam,"Muu sportimiseks kasutatav objekt, Spordi abihoone, Spordi abirajatis",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Toila Vallavalitsus,75001477,Kohaliku omavalitsuse üksus,Toila Sadam,75038188,59.426232,27.533532,Ida-Virumaa,45,Toila,Toila alevik,8275,6,10134,Purjespordisadam,Väga hea,"Purjetamine, purjelauasõit, Veesuusa- ja veelauasport"
4939,Tondi Lasketiir,,Sisetiir,Kinnisasi,Spordialases kasutuses,Osaühing,PMNT Property OÜ,16578250,Osaühing,T.O Engineering OÜ,12778360,59.41055775,24.73481528,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,0,10367,Tondi Lasketiir,Väga hea,laskmine
940,Tondi Tennisekeskus,Tondi Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Osaühing,OÜ Tondi Tennisekeskus,11239840,Osaühing,OÜ Tondi Tennisekeskus,11239840,59.40389568,24.72069751,Harjumaa,37,Tallinn,Kristiine linnaosa,339,513,1598,Tennisehall,Väga hea,Tennis
3120,Tondi Tennisekeskuse lastehall,Tondi Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Osaühing,OÜ Tondi Tennisekeskus,11239840,Osaühing,OÜ Tondi Tennisekeskus,11239840,59.403345,24.720697,Harjumaa,37,Tallinn,Kristiine linnaosa,339,42,6707,Tennisehall,Väga hea,"Tennis, Sulgpall"
939,Tondi Tennisekeskuse tenniseväljakute plats,Tondi Tennisekeskus,Tenniseplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tallinna Kultuuri- ja Spordiamet,77001435,Osaühing,OÜ Tondi Tennisekeskus,11239840,59.40463844,24.71948071,Harjumaa,37,Tallinn,Kristiine linnaosa,339,0,1606,Väljakud 6-7,Väga hea,Tennis
2460,Tondi Tennisekeskuse vaipkattega tennisehall,Tondi Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Osaühing,OÜ Tondi Tennisekeskus,11239840,Osaühing,OÜ Tondi Tennisekeskus,11239840,59.40327885,24.72022676,Harjumaa,37,Tallinn,Kristiine linnaosa,339,180,,,,
5989,Tondiraba - Kadrioru kergliiklustee korvpalliplats ja jõulinnakud,,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Lasnamäe Linnaosa Valitsus,75016013,Kohaliku omavalitsuse üksus,Lasnamäe Linnaosa Valitsus,75016013,59.44079368,24.81393484,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,0,12132,Valge tn korvpalliplats,Väga hea,Korvpall
3164,Tondiraba Jäähall,,"Jäähall, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tallinna Kultuuri- ja Spordiamet,77001435,Kohaliku omavalitsuse üksus,Tondiraba Spordikeskus,75038753,59.44325002,24.84875676,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,460,6872,Jäähall 1,Väga hea,"iluuisutamine, Jäähoki, Curling"
5364,Tondiraba orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.447403,24.851226,Harjumaa,37,,,,,11125,Tondiraba orienteerumiskaart,,Orienteerumine
5904,Tondiraba orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.45,24.8323,Harjumaa,37,,,,,12042,Tondiraba orienteerumiskaart,,Orienteerumine
5910,Tondiraba orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.4474,24.8328,Harjumaa,37,Tallinn,,,,12048,Tondiraba orienteerumiskaart,,Orienteerumine
4987,Tondiraba pargi orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.448696,24.843919,Harjumaa,37,,,,,10477,Tondiraba pargi orienteerumiskaart,,Orienteerumine
5319,Tondiraba spordiväljakud,,"Muu spordiplats, Muu vabas õhus asuv spordiobjekt, Sportliku liikumise püsirada, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Lasnamäe Linnaosa Valitsus,75016013,Kohaliku omavalitsuse üksus,Lasnamäe Linnaosa Valitsus,75016013,59.4449717,24.85383588,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,0,11033,YALP TORO multifunktsionaalne palliväljak,Väga hea,"jalgpall, Maahoki"
1001,Tondiraba Tennisekeskus,Tondiraba Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Mittetulundusühing Tondiraba Tennisekool,80122680,Osaühing,Osaühing Tondiraba Tennisekeskus,10909846,59.45007331,24.85694815,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,100,1929,Tennisehall 1,Väga hea,Tennis
3126,Tondiraba Tennisekeskuse sulgpallihall,Tondiraba Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Mittetulundusühing Tondiraba Tennisekool,80122680,Osaühing,Osaühing Tondiraba Tennisekeskus,10909846,59.44987,24.857866,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,100,6753,Sulgpallihall,Väga hea,Sulgpall
1000,Tondiraba Tennisekeskuse välisväljakud,Tondiraba Tennisekeskus,Tenniseplats,Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Mittetulundusühing Tondiraba Tennisekool,80122680,Osaühing,Osaühing Tondiraba Tennisekeskus,10909846,59.449352,24.855913,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,0,3719,Väljakud 1-2,Väga hea,Tennis
126,Tõnumaa krossirada,,"Tehnikaspordi püsirada, v.a veemotorada",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Märjamaa Vallavalitsus,77000447,Kohaliku omavalitsuse üksus,Märjamaa Vallavalitsus,77000447,58.73671854,24.26900633,Raplamaa,71,Märjamaa,Tõnumaa küla,8509,0,232,Tõnumaa krossirada,Rahuldav,"Motokross, maastikusõit"
907,Toome tenniseväljakud,,"Tenniseplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Osaühing,Spordimehed OÜ,16622880,Mittetulundusühing,MK Tenniseklubi,80331774,58.38013632,26.71351732,Tartumaa,79,Tartu linn,Tartu linn,8151,36,2137,Tenniseväljakute plats - 1,Väga hea,Tennis
1062,Tooraku Turismitalu välisväljakud,,"Tenniseplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Füüsiline isik,Madelen Kalvik,60209270825,Osaühing,Tooraku Turismitalu OÜ,12409579,58.886883,23.454598,Läänemaa,56,Haapsalu,Pusku küla,6462,0,668,Tooraku turismitalu tenniseväljak,Hea,Tennis
5192,Toosikannu jahilasketiir,,Välitiir,Kinnisasi,Spordialases kasutuses,Osaühing,TOOSIKANNU OÜ,11142720,Osaühing,TOOSIKANNU OÜ,11142720,58.81159023,25.0630174,Järvamaa,52,Türi,Jõeküla,2228,0,10802,Toosikannu jahilasketiir,Väga hea,jahilaskmine
1738,Tootsi jalgpalliväljak,Tootsi Kultuuri- ja Spordikeskus,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põhja-Pärnumaa Vallavalitsus,77000234,Kohaliku omavalitsuse üksus,Tootsi Kultuuri- ja Spordikeskus,75000727,58.586031,24.786873,Pärnumaa,68,Põhja-Pärnumaa,Tootsi alev,8316,0,1521,Tootsi jalgpalliväljak,Mitterahuldav,Jalgpall
1740,Tootsi korvpalliväljak ja rannavõrkpalliväljak,Tootsi Kultuuri- ja Spordikeskus,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põhja-Pärnumaa Vallavalitsus,77000234,Kohaliku omavalitsuse üksus,Tootsi Kultuuri- ja Spordikeskus,75000727,58.585688,24.785081,Pärnumaa,68,Põhja-Pärnumaa,Tootsi alev,8316,0,1529,Korvpalliväljak,Hea,Korvpall
1737,Tootsi Kultuuri- ja Spordikeskus,Tootsi Kultuuri- ja Spordikeskus,"Siseujula, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põhja-Pärnumaa Vallavalitsus,77000234,Kohaliku omavalitsuse üksus,Tootsi Kultuuri- ja Spordikeskus,75000727,58.588238,24.784631,Pärnumaa,68,Põhja-Pärnumaa,Tootsi alev,8316,40,2359,Spordisaal,Rahuldav,"Korvpall, Võrkpall"
